venue_name,address,city,state,zip_code,phone,website,sports_supported,latitude,longitude,approved_at,photo_review_status,admin_status,country,origin_type,community_source,community_source_id,community_seed_batch,community_seeded_at,community_curated_by,community_provenance,place_type
Restaurant Sport-Union,,Wien,,1130,+43 1 8771250,http://www.restaurantsportunion.com,,48.1852898,16.3003332,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00095,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Ajisai Ramen Sushi Bar,58-60 Reinprechtsdorfer Straße,Wien,,1050,+43 676 9616186,,,48.1873463,16.3525949,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00096,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Leonardelli's Eisbar,221 Brünner Straße,Wien,,1210,,,,48.2929838,16.4174637,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00097,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
filmbar,,,,,,,,48.204851,16.3683082,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00098,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Sega-Bar,,,,,,,,47.8013244,13.0388413,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00099,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
You.Bar,,Wien,,1010,,,,48.2028144,16.3661961,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00100,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Na-nÓg – Irish Pub,6 Anastasius-Grün-Gasse,Wien,,1180,+43 676 5747870,https://www.nanog.at,,48.2300822,16.3491882,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00101,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Kruger's American Bar,5 Krugerstraße,Wien,,1010,,http://www.krugers.at/,,48.2040473,16.371322,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00102,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Bergers Bar,,,,,,,,48.2141646,16.3797018,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00103,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Silver Bar,12 Wiedner Hauptstraße,Wien,,1040,+43 1 589 180,https://www.dastriest.at/index_mobile.php?site=silverbar,,48.1974387,16.3673297,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00104,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Sky Bar,,,,,,,,48.2064383,16.3722737,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00105,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Loosbar,10 Kärntner Straße,Wien,,1010,+43 1 5123283,http://www.loosbar.at,,48.2071608,16.3712027,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00106,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
First Floor Bar,5 Seitenstettengasse,Wien,,1010,+43 1 5321165,http://firstfloorbar.at,,48.2117497,16.3750644,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00107,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Slammerbar,5 Seitenstettengasse,Wien,,1010,,http://www.slammerbar.at,,48.2117525,16.3748283,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00108,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Nelson's Pub,3 Seitenstettengasse,Wien,,1010,,,,48.2118153,16.3743788,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00109,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Pappala Pub,156-157,Wien,,1090,,https://www.ppub.at/,,48.2296754,16.3504106,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00110,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Wine Bar & Cheese House,19 Ottakringer Straße,Wien,,1160,,,,48.214856,16.3379308,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00111,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
City Garden Barbecue,,,,,+43 1 711758127,https://www.marriott.com/hotels/hotel-information/restaurant/viese&scid=d42e66eb-35c2-4d9c-9219-ae39f3a2ca9f,,48.1966522,16.3867816,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00112,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
The Underdog Bar,24 Schlösselgasse,Wien,,1080,,,,48.2141366,16.3532335,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00113,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Saint George Cocktail Bar,,,,,,,,48.2058141,16.3443762,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00114,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Michael's Bier-& Weinbar,3 Heinrichsgasse,Wien,,1010,+43 664 88345150,https://www.michaels-bar.at/,,48.2150599,16.3718776,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00115,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
XCelsior Caffè-Bar,7 Stephansplatz,Wien,,1010,+43 1 5121444,http://www.xcelsior.at,,48.2090335,16.3732591,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00116,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Bukowski the Pub,2 Kirchberggasse,Wien,,1070,,,,48.2028547,16.3562912,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00117,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Rainers Bar,11 Postgasse,Wien,,1010,,http://www.postgasse11.com,,48.209582,16.3785201,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00118,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Pub Times,,,,,,,,48.1888912,16.3353846,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00119,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
The Opposite of West by Tapas Bar,37 Rainergasse,Wien,,1050,+43 670 358 0844,https://www.oppositeofwest.at/,,48.1870827,16.3650521,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00120,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
The Look Bar,17 Salzgries,Wien,,1010,,,,48.2132753,16.370966,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00121,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Tramezzini Bar,3 Franziskanerplatz,Wien,,1010,,,,48.2067265,16.3745463,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00122,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Sportstüberl USK Gneis,70 Sternhofweg,Salzburg,,5020,+43 664 5858201,,,47.7694987,13.0348079,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00123,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
essbar,2 Josef-Fritsch-Weg,Wien,,1020,,,,48.2079613,16.4260759,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00124,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
The Lizard - Pub & Billards,28-32 Burggasse,Wien,,1070,+43 1 9423272,https://www.lizardpub.at/,,48.2043113,16.3513618,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00125,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Combo Bar,17 Obermüllnerstraße,Wien,,1020,,,,48.2196138,16.4042664,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00126,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Acabar,103 Burggasse,Wien,,1070,,,,48.2042084,16.3412277,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00127,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Marion's Bar,,,,,,,,48.2181903,16.3986313,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00128,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Palm Beach Bar,19 Thurngasse,Wien,,1090,,,,48.2194858,16.3614538,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00129,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Panoramabar,14 Schumacherstraße,Salzburg,,5020,+43 664 45 64 350,https://www.cafe-kowalski.at/standorte-speisekarten/lehenpanoramabar,,47.8133132,13.0273611,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00130,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
"Sky Cafe, Restaurant, Bar",19 Kärntner Straße,Wien,,1010,+4315131712,https://www.steffl-vienna.at/de/skybar/,,48.2064242,16.3717674,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00131,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
wienerin Restaurant & Bar,1 Petersplatz,Wien,,1010,+43 1 5321380,https://wienerin.org/,,48.20906,16.3700692,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00132,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Marin Espressobar,14 Schönbrunner Straße,Wien,,1050,,https://www.marin-espresso.com/,,48.1943153,16.3597148,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00133,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
1010 Bar Cafe,,,,,,,,48.2063414,16.3702788,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00134,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Admiral Sportwetten,,,,,,,,48.2546414,16.4088937,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00135,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Eden Cafe Skybar,,,,,,,,47.794578,13.0544524,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00136,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Balthasar Kaffee Bar,,Wien,,1020,+43 664 3816855,https://balthasar.at/,,48.2148355,16.3851118,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00137,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Sofie's Bar,9 Biberstraße,Wien,,1010,,,,48.2089241,16.3807586,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00138,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Steak Bar,74 Währinger Straße,Wien,,1090,+43 1 922 10 52,https://steakbar.at/,,48.2238497,16.3510469,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00139,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Burger's Bar,204 Vorgartenstraße,Wien,,1020,+43 1 2392722,https://burgersbar.at/,,48.2167348,16.4110037,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00140,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Bao Bar,2 Zollergasse,Wien,,1070,,https://www.baobar.at/,,48.1992336,16.3512476,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00141,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Louisiana Blues Pub,4 Prinz-Eugen-Straße,Wien,,1040,,,,48.1972311,16.375277,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00142,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Mochi Ramen Bar,,,,,+43 1 212 257 545,https://www.mochi-ramen.com/,,48.2219398,16.40239,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00143,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Eagle Bar,1 Blümelgasse,Wien,,1060,+43 1 5872661,https://www.eagle-vienna.com/,,48.196961,16.3517739,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00144,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Piccadilly Shishabar,,,,,,,,47.8062314,13.0486736,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00145,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
SLU-Bar,31 Billrothstraße,Wien,,1190,,http://www.slubar.at,,48.2360663,16.3494061,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00146,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Academy Bar,4 Franz-Josef-Straße,Salzburg,,5020,,https://www.academy-salzburg.at/,,47.8068905,13.0430761,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00147,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Iko kitchen & bar,6 Wipplingerstraße,Wien,,1010,,,,48.2116247,16.3713903,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00148,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
J. Hornig Kaffeebar,29 Siebensterngasse,Wien,,1070,+43 1 5222251,https://www.jhornig.com/stories/j-hornig-kaffeebar/,,48.2020482,16.3519629,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00149,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Azul Bar,2 Postgasse,Wien,,1010,+43 676 3571311,https://www.facebook.com/azulbarwien,,48.2082223,16.3788961,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00150,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Stresssbar,,,,,,,,48.2134031,16.3671271,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00151,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Admiral Sportsbar,,,,,,,,48.2572126,16.4002495,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00152,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Monte Ofelio Bar,70 Obere Augartenstraße,Wien,,1020,+43 664 5215573,https://monteofeliobar.com/monte-ofelio-augarten/,,48.2195114,16.3797323,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00153,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Mr. Du Ramen Bar,,,,,,https://www.mrduramenbar.at/,,48.2080764,16.3804593,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00154,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
The Bar,Calafattiplatz,Wien,,1020,,,,48.217114,16.399262,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00155,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Potions The Magical Cocktail Pub,104-106 Liechtensteinstraße,Wien,,1090,,https://www.potions.at/,,48.2298275,16.3565044,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00156,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Monte Ofelio Bar,2 Schottenbastei,Wien,,1010,,https://monteofeliobar.com/monte-ofelio-schottenbastei/,,48.2133466,16.3635547,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00157,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Aristo Bar,70 Grinzinger Straße,Wien,,1190,,,,48.2535967,16.3537061,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00158,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Lust und Löffel Restaurant Bar Secret Garden,52 Billrothstraße,Wien,,1190,,,,48.2403501,16.3490147,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00159,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
The Habit Pub,124 Burggasse,Wien,,1070,+43 660 37 28 776,http://habit.wien,,48.2044366,16.3390246,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00160,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Basz Bar,7 Hollandstraße,Wien,,1020,+43 676 4283678,http://www.basz-bar.at/,,48.2155552,16.3764453,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00161,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Vitaminbar,,,,,,,,48.1989436,16.3147674,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00162,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Admiral Sportwetten,,,,,,,,48.1991775,16.3163759,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00163,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Musa's Musikpub,48 Ignaz-Harrer-Straße,Salzburg,,5020,,http://musasmusik.pub/,,47.8116525,13.02748,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00164,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
wunderBAR,,,,,,,,47.8040813,13.0183798,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00165,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Rinkhy Delikatessin Bar,,Wien,,1070,+43 1 9478 798,https://www.rinkhy.com/,,48.2023032,16.3448585,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00166,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Vanella - bar del gelato,47 Nußdorfer Straße,Wien,,1090,+43 1 310 26 69,https://www.vanella.at/,,48.2279974,16.3546437,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00167,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Caffetteria Barista,,,,,,,,48.1978767,16.3015103,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00168,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Oldies Tanzbar Laterndl,5A Innsbrucker Bundesstraße,Salzburg,,5020,+43 676 4717441,,,47.8054328,13.0253315,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00169,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Waldemar Tagesbar,6 Altgasse,Wien,,1130,,https://www.waldemar-tagesbar.at,,48.1853196,16.3000686,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00170,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Dino's Essbar,,,,,,https://www.dino-s-essbar-salzburg.at/,,47.8137544,13.053744,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00171,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Apo Bar,,,,,,,,47.7997658,13.0471132,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00172,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Hype Bar,,,,,,,,47.8114636,13.0303714,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00173,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Al Banco - Aperibar,1 Am Belvedere,,,,+435010014600,https://albanco.at,,48.1871737,16.3803466,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00174,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
polt bayrish pub,66 Schönbrunner Straße,Wien,,1050,+43 699 17187154,https://polt.wien,,48.1900055,16.3528174,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00175,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Stagebar,2 Chiemseegasse,Salzburg,,5020,,,,47.7977246,13.0491626,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00176,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Atmosphere Rooftop Bar,5 Schubertring,Wien,,1010,+43 1 31188,http://www.ritzcarlton.com/de/hotels/europe/vienna/dining/atmosphere-rooftop-bar,,48.2023819,16.3764216,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00177,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Berliner Restaurant & Bar,,,,,,,,48.2019272,16.3448931,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00178,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
First American Bar,16 Schulerstraße,Wien,,1010,+43 1 513 22 07,https://www.firstamericanbar.at/,,48.2079724,16.3761592,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00179,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Barfly's,33 Esterházygasse,Wien,,1060,+43 1 5860825,https://barflys.at,,48.1969146,16.3490709,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00180,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Pharo's Café-Pub,241 Linzer Straße,Wien,,1140,,,,48.1943749,16.2859768,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00181,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
IMLAUER Sky - Bar & Restaurant,6 Rainerstraße,Salzburg,,5020,,,,47.807748,13.0417389,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00182,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Needle Vinyl Bar,8 Färbergasse,Wien,,1010,,https://needlevinylbar.com,,48.2121867,16.3689589,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00183,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Saint George Cocktail Bar,84 Neustiftgasse,Wien,,1070,,,,48.2058095,16.3443252,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00184,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
The Bank - Brasserie & Bar,,,,,,,,48.2104568,16.3679594,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00185,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Josef Bar,1 Sterngasse,,,,,https://josef-bar.at,,48.2116707,16.3736278,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00186,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Högl Die Bar,,,,,,,,48.2115916,16.3737313,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00187,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Heaven Pub,,,,,,,,48.229636,16.3779603,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00188,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
Mirjam´s Pub,12 Schallmooser Hauptstraße,Salzburg,,5020,+43 662 873962,,,47.8053495,13.0517038,2026-05-24T23:22:24.155190+00:00,approved,active,Austria,community,osm_venues_at_v4,at_00189,at_venues_batch_v4,2026-05-24T23:22:24.155190+00:00,osm_import_terminal_v4,{},venue
