import_batch_id,source_row_number,community_source,community_source_id,venue_name,address,city,state,zip_code,country,latitude,longitude,phone,website
utah_production_v2,11,state_curated_utah_v2,bww_salt_lake_city,Buffalo Wild Wings Salt Lake City,2132 S Highland Dr,Salt Lake City,UT,84106,USA,40.7241238,-111.8598270,(801) 484-1775,https://www.buffalowildwings.com/locations/
utah_production_v2,12,state_curated_utah_v2,bww_sandy,Buffalo Wild Wings Sandy,11266 S State St,Sandy,UT,84070,USA,40.5470398,-111.8915639,(801) 523-3809,https://www.buffalowildwings.com/locations/us/ut/sandy/11266-south-state-street/sports-bar-893
utah_production_v2,13,state_curated_utah_v2,bww_lehi,Buffalo Wild Wings Lehi,92 N 1200 E,Lehi,UT,84043,USA,40.3910365,-111.8300917,(801) 766-8402,https://www.buffalowildwings.com/locations/us/ut/lehi/92-north-1200-east/sports-bar-821/
utah_production_v2,14,state_curated_utah_v2,bww_orem,Buffalo Wild Wings Orem,575 E University Pkwy Ste B28,Orem,UT,84097,USA,40.2753836,-111.6808629,(385) 213-8277,https://www.buffalowildwings.com/locations/
utah_production_v2,15,state_curated_utah_v2,bww_st_george,Buffalo Wild Wings St. George,221 S River Rd,St. George,UT,84790,USA,37.0591840,-113.5458346,(435) 673-4902,https://www.buffalowildwings.com/locations/
utah_production_v2,16,state_curated_utah_v2,bww_riverdale,Buffalo Wild Wings Riverdale,702 W Riverdale Rd,Riverdale,UT,84405,USA,41.1803304,-111.9964071,(801) 392-2337,https://www.buffalowildwings.com/locations/us/ut/riverdale/702-west-riverdale-road/sports-bar-872
utah_production_v2,17,state_curated_utah_v2,bww_layton,Buffalo Wild Wings Layton,695 W South Ring Rd,Layton,UT,84041,USA,41.0778173,-111.9784607,(801) 547-9464,https://www.buffalowildwings.com/locations/us/ut/layton/695-west-south-ring-road/sports-bar-846
utah_production_v2,18,state_curated_utah_v2,bww_logan,Buffalo Wild Wings Logan,43 E 1400 N,Logan,UT,84341,USA,41.7575227,-111.8312267,(435) 753-0465,https://www.buffalowildwings.com/locations/us/ut/logan/
utah_production_v2,19,state_curated_utah_v2,wingers_orem,WINGERS Restaurant & Alehouse Orem,610 S State St,Orem,UT,84058,USA,40.2919039,-111.6927357,(801) 221-4511,https://wingerbros.com/
utah_production_v2,20,state_curated_utah_v2,wingers_west_valley,WINGERS Restaurant & Alehouse West Valley,3671 S 2700 W,West Valley City,UT,84119,USA,40.6926236,-111.9574188,(801) 969-9464,https://wingerbros.com/
utah_production_v2,21,state_curated_utah_v2,wingers_brigham_city,WINGERS Restaurant & Alehouse Brigham City,855 W 1100 S Suite A,Brigham City,UT,84302,USA,41.4864854,-112.0328419,(435) 246-2272,https://wingerbros.com/locations/goto/brigham-city
utah_production_v2,22,state_curated_utah_v2,wingers_west_jordan,WINGERS Restaurant & Alehouse West Jordan,9175 S Redwood Rd,West Jordan,UT,84088,USA,40.5846697,-111.9385870,(801) 567-9799,https://wingerbros.com/
utah_production_v2,23,state_curated_utah_v2,wingers_murray,WINGERS Restaurant & Alehouse Murray,4790 S State St,Murray,UT,84107,USA,40.6672647,-111.8883840,(801) 685-8889,https://wingerbros.com/
utah_production_v2,24,state_curated_utah_v2,wingers_provo,WINGERS Restaurant & Alehouse Provo,1200 Towne Centre Blvd #1096,Provo,UT,84601,USA,40.2155627,-111.6628499,(801) 812-2141,https://wingerbros.com/
utah_production_v2,25,state_curated_utah_v2,wingers_riverton,WINGERS Restaurant & Alehouse Riverton,3816 W 13400 S,Riverton,UT,84065,USA,40.5291399,-111.9816553,(801) 254-8001,https://wingerbros.com/
utah_production_v2,26,state_curated_utah_v2,wingers_st_george,WINGERS Restaurant & Alehouse St. George,188 S River Rd,St. George,UT,84790,USA,37.0863715,-113.5563338,(435) 688-1181,https://wingerbros.com/
utah_production_v2,27,state_curated_utah_v2,wingers_bountiful,WINGERS Restaurant & Alehouse Bountiful,255 N 500 W,Bountiful,UT,84010,USA,40.8589115,-111.8922365,(801) 683-8343,https://wingerbros.com/
utah_production_v2,28,state_curated_utah_v2,wingers_clearfield,WINGERS Restaurant & Alehouse Clearfield,743 N Main St,Clearfield,UT,84015,USA,41.1247630,-112.0266795,(801) 779-3322,https://wingerbros.com/
utah_production_v2,29,state_curated_utah_v2,wingers_logan,WINGERS Restaurant & Alehouse Logan,1300 N Main St Suite 130,Logan,UT,84341,USA,41.7557584,-111.8343117,(435) 753-9009,https://wingerbros.com/logan/
utah_production_v2,30,state_curated_utah_v2,gurus_bluff_st_george,Guru's Sports Bar & Grill Bluff,1091 N Bluff St Ste 1400,St. George,UT,84770,USA,37.1264560,-113.6043518,(435) 275-4248,https://gurussportsgrill.com/
utah_production_v2,31,state_curated_utah_v2,gurus_sunriver_st_george,Guru's Sports Bar & Grill Sunriver,4210 Bluegrass Way,St. George,UT,84790,USA,37.0338051,-113.6162813,(435) 773-4111,https://gurussportsgrill.com/locations
utah_production_v2,32,state_curated_utah_v2,the_one_st_george,The One and Only,64 N 800 E,St. George,UT,84770,USA,37.1101847,-113.5663206,(435) 673-9191,https://www.theone.bar/
utah_production_v2,33,state_curated_utah_v2,angry_goat_ogden,Angry Goat Pub & Kitchen,2570 Washington Blvd,Ogden,UT,84401,USA,41.2190073,-111.9702253,(801) 675-5757,https://www.angrygoatpk.com/
utah_production_v2,34,state_curated_utah_v2,brewskis_ogden,Brewskis,244 25th St,Ogden,UT,84401,USA,41.2208768,-111.9747283,(801) 394-1713,https://brewskisogden.com/
utah_production_v2,35,state_curated_utah_v2,the_pub_layton,The Pub Sports Bar Layton,641 Olsen Plaza,Layton,UT,84041,USA,41.0681712,-111.9780297,(801) 544-3513,https://www.thepubsportsbar.net/
utah_production_v2,36,state_curated_utah_v2,the_pub_herriman,The Pub Sports Bar Herriman,5502 W 13400 S Ste C,Herriman,UT,84096,USA,40.5368688,-112.0224071,(801) 878-3600,https://www.thepubsportsbar.net/
utah_production_v2,37,state_curated_utah_v2,stockmans_layton,Stockmans Bar Inc,80 N Main St,Layton,UT,84041,USA,41.0575193,-111.9645318,(801) 544-8102,https://www.facebook.com/StockmansBar/
utah_production_v2,38,state_curated_utah_v2,canyons_edge_pub,Canyons Edge Sports Pub,6522 S Big Cottonwood Canyon Rd,Holladay,UT,84121,USA,40.6324906,-111.8057268,(801) 733-0228,https://www.canyonsedgepub.com/
utah_production_v2,39,state_curated_utah_v2,fiddlers_sugarhouse,Fiddler's Sugar House,1063 E 2100 S,Salt Lake City,UT,84106,USA,40.7253804,-111.8564846,(801) 463-9393,https://fiddlerssugarhouse.com/
utah_production_v2,40,state_curated_utah_v2,piper_down_pub,Piper Down Pub,1492 S State St,Salt Lake City,UT,84115,USA,40.7370513,-111.8883160,(801) 468-1492,https://piperdownpub.com/
utah_production_v2,41,state_curated_utah_v2,lumpys_downtown,Lumpy's Downtown,145 Pierpont Ave,Salt Lake City,UT,84101,USA,40.7636581,-111.8955626,(801) 883-8714,http://www.lumpysdowntownslc.com/
utah_production_v2,42,state_curated_utah_v2,lumpys_highland,Lumpy's Highland,3000 S Highland Dr,Salt Lake City,UT,84106,USA,40.7164042,-111.8563419,(801) 484-5597,http://www.lumpysbar.com/
utah_production_v2,43,state_curated_utah_v2,topgolf_midvale,Topgolf Salt Lake City,920 Jordan River Blvd,Midvale,UT,84047,USA,40.6219141,-111.9149464,(801) 208-2600,https://topgolf.com/us/salt-lake-city/
utah_production_v2,44,state_curated_utah_v2,dave_busters_slc,Dave & Buster's Salt Lake City,140 S Rio Grande St,Salt Lake City,UT,84101,USA,40.7664517,-111.9044130,(385) 285-7320,https://www.daveandbusters.com/us/en/about/locations/salt-lake-city
utah_production_v2,45,state_curated_utah_v2,mid_city_pub_midvale,Mid City Pub & Grill,7101 S Bingham Junction Blvd,Midvale,UT,84047,USA,40.5986590,-111.9114487,(801) 566-0505,https://midcitypubslc.com/
utah_production_v2,46,state_curated_utah_v2,cheers_to_you_midvale,Cheers To You Midvale,7642 S State St,Midvale,UT,84047,USA,40.6126410,-111.8908402,(801) 566-0871,https://www.restaurantji.com/ut/midvale/cheers-to-you-/
utah_production_v2,47,state_curated_utah_v2,watershed_pub_midvale,The Watershed Pub and Kitchen,7176 S 900 E,Midvale,UT,84047,USA,40.6271872,-111.9135190,(801) 938-4505,https://www.watershedutah.com/
utah_production_v2,48,state_curated_utah_v2,collies_park_city,Collie's Sports Bar & Grill,738 Main St,Park City,UT,84060,USA,40.6475216,-111.4979128,(435) 649-0888,https://www.colliesbbq.com/
utah_production_v2,49,state_curated_utah_v2,la_sabre_pub_american_fork,The La Sabre Pub,44 N Merchant St,American Fork,UT,84003,USA,40.3771440,-111.7992454,(385) 832-3063,https://www.facebook.com/thelasabreclub
utah_production_v2,50,state_curated_utah_v2,rubys_logan,Ruby's Pizzeria & Grill,795 E 1400 N,Logan,UT,84341,USA,41.7574642,-111.8240519,(435) 774-0008,https://rubyspizzagrill.com/
utah_production_v2,51,state_curated_utah_v2,cache_bar_logan,The Cache Bar and Grill,119 S Main St,Logan,UT,84321,USA,41.7342505,-111.8349379,(435) 770-5156,https://www.cachebarlogan.com/
